lat@hdr,lon@hdr
56.503403,-14.866261
56.697269,-14.131969
59.324112,-0.070130
59.424740,0.786980
59.608971,2.515830
59.692459,3.387080
57.277622,-12.810980
57.201122,-14.113970
60.043358,2.347470
60.127228,3.230020
57.210381,-15.040390
60.123341,0.938570
57.986443,-12.947801
60.561871,3.070210
56.676388,-18.701971
57.414303,-16.156210
57.908802,-14.276100
60.820972,1.100130
60.911713,2.001340
57.396427,-18.019360
58.019447,-15.788341
58.601971,-13.480929
57.266991,-19.311361
58.616131,-14.443830
61.471001,3.202930
61.471001,0.813320
61.606030,2.194730
58.724960,-15.986919
59.215363,-14.032229
61.538139,-0.662420
58.616390,-17.334831
59.323097,-14.617459
62.299141,2.400820
62.378757,3.350470
59.430042,-16.192900
62.185909,-0.990100
62.384228,0.888790
58.777348,-19.475021
59.319481,-17.568020
60.134220,-15.399190
62.563457,-1.687000
62.990997,2.620610
63.103832,4.082140
59.391460,-19.150520
63.033737,0.590120
62.994240,-1.923580
63.101521,-0.963930
63.665409,5.924960
59.671890,-19.976599
60.839710,-15.599290
63.641930,2.358340
63.755558,3.853030
60.091141,-19.426750
63.729370,0.775910
63.639851,-2.289240
63.800423,-0.815500
64.394264,7.280530
60.255848,-20.662180
60.922199,-18.283691
61.444153,-16.226671
64.332489,2.596020
64.441681,4.129740
64.534752,5.674810
64.423874,0.975180
64.498390,-0.655570
65.067825,7.655130
60.116657,-23.677639
60.836220,-21.372240
64.555801,-2.294350
65.126144,4.425290
65.214005,6.011630
65.073090,0.667670
65.238571,2.763340
60.114361,-25.303059
62.340240,-17.752861
65.145630,-1.003180
65.719315,7.511520
61.530838,-21.709309
62.214050,-19.252720
65.200516,-2.682210
65.777596,4.200440
65.891220,6.371170
62.736988,-18.216650
65.889160,2.496240
60.798122,-25.717140
62.716908,-19.310520
65.842705,-0.831770
65.982841,0.778340
66.370689,7.365440
65.900711,-2.555600
66.542770,6.195640
61.035469,-26.632090
61.553047,-25.108200
62.415913,-22.318760
66.000519,-3.756460
66.576889,2.774610
66.677376,4.449160
62.961010,-21.330290
66.538765,-0.646340
66.675049,1.010720
66.544754,-2.963430
67.217659,6.590520
62.237320,-25.537540
62.987141,-23.111181
66.642296,-4.196450
67.263039,3.073880
67.358185,4.798080
61.762318,-27.752071
67.323891,0.690330
62.344070,-26.886341
67.069611,-4.500660
67.244209,-2.829410
67.401146,-1.134960
63.429527,-24.352179
68.009315,4.579080
68.107239,6.962070
62.301140,-28.627329
68.014915,0.943290
68.130196,2.715690
62.888332,-27.763130
63.675938,-25.339209
67.942795,-2.682720
68.096321,-0.935220
67.922798,-5.137450
68.688080,4.963580
68.758255,6.804820
62.973232,-29.148600
63.784378,-26.755360
68.704544,1.217100
68.814751,3.046390
64.359215,-25.805750
68.790359,-0.717930
63.186211,-30.157679
63.742630,-28.584650
68.800575,-3.267570
69.409195,6.643810
68.837265,-5.221730
69.464851,2.771830
69.581665,5.310540
63.819241,-30.014080
68.986328,-5.992490
69.436775,-1.105610
69.569359,0.775240
64.414749,-29.131979
65.224098,-26.608599
69.498474,-3.113070
70.060020,6.478660
63.881653,-31.450560
69.538055,-5.130290
70.147705,3.137170
70.232460,5.103560
64.342812,-30.997200
69.622688,-6.540870
70.129829,-0.869240
70.257744,1.077100
70.195450,-2.942800
64.395271,-32.462780
65.260635,-30.043371
70.238106,-5.027500
70.828606,3.533630
70.906631,5.569370
65.855942,-29.112421
66.662926,-26.441540
70.257599,-7.118840
70.944565,1.405930
65.176842,-31.964811
70.838089,-3.418370
70.990974,-1.417790
65.926895,-30.659819
70.876526,-5.570780
71.578239,6.074600
65.219360,-33.477871
66.525764,-29.718271
67.342094,-26.991930
71.593048,1.064560
71.695251,3.172840
65.835014,-32.628510
67.916641,-25.901230
71.534325,-3.235960
71.683121,-1.159700
65.400215,-34.604160
65.552795,-34.208839
66.590546,-31.308630
67.296555,-29.087679
71.575958,-5.466020
67.193115,-30.356739
72.278389,1.429690
72.374168,3.619690
72.445541,5.829880
71.871590,-7.236340
72.373955,-0.875590
72.425224,-6.257060
72.603531,-4.101570
73.023994,3.346380
73.095894,5.638520
72.434120,-8.598741
73.019562,-1.315030
73.142700,0.954060
72.570595,-9.542069
73.085495,-3.728320
73.529388,5.506770
73.124115,-6.156430
73.700714,3.850100
73.135132,-8.591929
73.709320,-1.000950
73.826561,1.365190
73.196495,-10.302950
73.780060,-3.512130
73.759415,-6.810510
73.763824,-9.338329
74.474571,0.991650
74.591515,4.321400
73.819839,-11.115800
74.421074,-4.081570
74.569466,-1.630880
74.457710,-6.712220
74.464165,-9.350520
75.156769,1.456190
75.241280,4.064620
74.440331,-11.986600
75.258255,-1.281070
75.155251,-6.597470
75.328415,-4.049800
75.912720,4.707660
75.372894,-9.637020
75.902855,-1.792990
76.052940,1.851230
75.262596,-13.249929
75.999939,-7.601780
75.997986,-10.522961
76.590530,-1.400030
76.701065,1.468410
76.778938,4.377000
76.046425,-12.579550
76.352394,-9.050680
76.488960,-10.255210
76.926605,-3.706230
77.379166,2.069900
77.428429,4.110610
77.300072,-5.143930
77.449310,-2.147740
77.861320,3.922840
77.318726,-11.578609
77.538025,-8.661750
78.027306,1.676460
78.044426,-3.825370
78.136055,-1.701640
77.810036,-11.311971
78.606041,-0.997310
78.919220,2.251490
80.024445,2.822030
72.538994,-58.706791
72.307388,-60.668198
73.014519,-60.501659
72.345665,-63.014030
73.054214,-62.941811
73.840050,-63.623013
74.261108,-63.066540
73.064941,-65.389099
73.842010,-66.185081
73.046600,-67.835365
74.550606,-66.245941
75.044975,-66.567604
73.813568,-68.743256
74.520775,-68.917259
75.227798,-69.106911
73.754829,-71.288216
73.142944,-72.544830
75.910141,-73.132919
75.765076,-75.103355
71.551010,-127.980095
76.615761,-154.859131
71.258591,-130.017319
71.580666,-131.998871
70.945610,-131.019089
71.411705,-133.491913
70.929634,-133.937439
70.459000,-133.413834
70.894112,-135.877060
70.429184,-135.310181
70.696419,-137.282791
70.206749,-137.624969
73.016609,-159.147598
73.013550,-161.567657
72.983055,-163.982620
72.378319,-162.202042
72.342606,-164.531509
72.280769,-166.848267
71.613594,-161.433289
72.397285,-174.257446
71.190399,-161.839600
71.963684,-174.380859
71.615730,-170.903580
71.702240,-173.020569
71.004814,-164.867523
70.943405,-167.027191
70.966202,-171.198257
70.307655,-164.704559
70.297646,-167.440491
70.662605,-174.735291
70.209946,-169.515579
69.719200,-165.807129
70.184395,-173.532761
69.435638,-167.960159
69.561249,-169.844513
69.449585,-171.836700
69.533630,-173.739166
69.047905,-168.821426
68.695724,-170.260803
68.799194,-172.092087
68.857109,-173.321732
68.046165,-170.557983
68.178444,-172.934631
67.574860,-170.170609
64.853340,-169.723969
64.019508,-168.006866
59.072388,-145.017197
59.004169,-145.621109
64.151451,-176.266953
58.571529,-145.129761
63.588760,-173.852524
63.717037,-176.359482
59.124622,-148.540604
58.001320,-145.825439
58.589043,-147.641251
58.733063,-148.976486
62.406998,-167.806137
62.905849,-173.558533
63.065342,-176.496689
57.971001,-147.352097
58.557659,-150.151749
62.120609,-169.420883
62.251980,-170.833344
57.235241,-146.718887
57.922371,-148.875412
62.253651,-173.757980
58.053890,-150.190201
61.592430,-168.690430
62.196251,-176.676941
56.849842,-147.151657
57.194347,-148.212662
61.515553,-170.166229
57.332870,-149.499008
61.006832,-167.536789
61.535038,-173.022110
56.577568,-147.924683
60.943058,-168.988724
61.521549,-176.342743
57.153122,-150.626999
60.864742,-170.434067
60.949329,-171.338943
61.166267,-174.080170
56.522472,-149.390671
55.879883,-148.195084
60.869328,-176.484222
56.450130,-150.851730
60.027969,-168.934479
60.123699,-169.811920
55.711929,-149.286774
56.459297,-151.759842
55.839790,-150.527283
60.078430,-174.390839
60.166092,-175.728439
55.097668,-148.992447
59.472919,-170.081863
60.022793,-177.115921
55.754410,-151.960159
55.030262,-150.401917
55.855270,-153.209442
58.844627,-168.561890
54.507610,-149.569962
55.146988,-151.624481
58.727699,-169.499359
59.370541,-177.244797
54.418739,-150.095490
55.547150,-153.917419
55.049191,-153.029739
58.706673,-173.896133
54.338631,-151.479401
55.139561,-154.259247
57.978237,-168.944794
58.585529,-175.234421
58.669388,-176.515381
53.716591,-150.314102
54.444691,-152.684052
57.953060,-170.683990
55.011921,-155.656281
57.982212,-173.251297
53.530083,-151.339798
54.335060,-154.062378
55.076160,-156.889130
57.961769,-175.818893
53.637638,-152.520950
54.415432,-155.272369
55.042747,-157.763397
53.025803,-151.359390
53.733482,-153.707809
57.328979,-173.452911
54.276871,-156.641357
57.215851,-174.743698
57.308510,-175.974777
52.830322,-152.363907
53.612591,-155.059921
54.331829,-157.853348
52.321407,-151.549988
52.927853,-153.528229
53.683422,-156.250687
54.208218,-158.355026
56.475292,-171.649246
56.599319,-172.847427
53.742550,-157.445084
56.493851,-174.115829
56.594532,-175.321411
52.124317,-152.537613
52.809177,-154.855728
55.808918,-169.844589
52.220200,-153.683777
52.882313,-156.024063
53.580620,-158.784103
55.733852,-171.095367
55.864822,-172.268417
51.518417,-152.220993
52.304897,-154.834610
52.944031,-157.195999
52.994358,-158.370911
55.865532,-177.518250
51.115448,-152.547501
51.414440,-153.510529
52.080547,-155.806091
54.988239,-170.565323
55.125820,-171.714233
51.500919,-154.640671
52.144711,-156.956573
52.741673,-159.337830
55.034599,-172.939713
50.811188,-153.185791
51.576469,-155.774811
52.197750,-158.110046
54.505272,-170.349991
55.069050,-175.703720
55.158791,-176.868591
52.239693,-159.265900
54.382580,-171.183319
55.019699,-178.079239
50.696583,-154.453339
51.433598,-157.055878
51.608658,-157.719360
54.339977,-172.765717
54.458870,-173.902390
50.104000,-153.338821
50.774048,-155.567657
54.348938,-175.102570
50.095978,-154.121323
50.840851,-156.685379
53.683041,-171.043854
54.314953,-177.437759
51.317417,-159.461319
51.478962,-160.131760
53.601250,-172.229477
53.726780,-173.344223
49.971203,-155.367477
50.688473,-157.943329
53.623779,-174.525558
49.290920,-153.947571
50.040039,-156.466202
