lat@hdr,lon@hdr
51.995502,124.162979
51.850918,127.479355
51.865658,128.434799
51.852100,129.541351
50.934547,123.680519
50.879242,124.674179
50.796288,126.925446
50.685818,128.961151
49.910763,121.021706
49.911530,123.143761
49.875668,124.187561
49.747120,126.234955
49.656071,127.338486
49.722378,129.334320
49.537621,131.334488
48.997520,119.433510
48.903339,121.533676
48.584030,126.830551
48.473190,127.818756
48.458130,128.793121
48.065838,141.055359
48.064598,116.847565
47.963963,119.008675
47.010281,144.687592
46.999611,146.410141
47.245968,116.269104
45.964462,145.538498
46.258972,114.797440
45.394100,112.239578
44.219379,153.168137
43.249847,156.409988
37.408760,110.349365
33.347153,110.755905
33.310711,111.717979
32.649700,109.368141
32.614300,110.200005
32.551018,111.206795
32.541218,112.916885
31.533440,144.767502
31.505390,145.440247
30.779310,137.187592
30.854570,137.908859
30.389370,124.343025
30.216330,132.406021
30.121510,136.575882
30.093960,138.626099
30.032150,139.261353
30.025099,144.794891
29.991970,145.444809
29.959520,148.153320
30.322899,162.193604
30.349201,162.918854
29.834019,123.706406
29.431940,135.958069
29.402811,139.346069
29.333519,145.439850
29.332460,146.090103
29.381050,147.452621
29.359690,148.766479
29.490501,159.149811
29.598291,162.756729
28.774849,131.884583
28.754700,132.500290
28.613710,140.072159
28.677769,156.985001
28.763540,157.646820
28.820679,159.697250
28.058401,131.262299
27.999481,140.129150
28.082159,156.144058
28.238031,166.163010
28.368160,168.486710
27.210659,141.479950
27.223310,151.353821
27.213200,152.058517
27.307589,153.384109
27.558020,163.820953
27.562450,165.200348
27.566330,167.506531
27.842520,171.370682
27.851950,172.165329
27.883099,173.749496
27.875391,174.507599
26.766890,130.744812
26.501661,143.463379
26.511290,145.454269
26.536491,146.067886
26.542040,146.751892
26.531170,148.051071
26.578260,149.305389
26.551731,156.023941
26.822601,165.081848
26.918520,167.326721
27.037550,168.734100
27.101679,171.883179
27.147430,172.682129
27.227800,174.259598
26.009890,130.198242
25.957249,132.960632
25.907970,136.266510
25.805359,140.844742
25.863451,144.824799
25.798481,145.396301
25.868801,146.741211
25.861021,148.053909
25.894630,151.327530
25.857220,152.675949
26.015520,154.647110
25.959679,155.222229
26.261900,167.111359
26.609020,176.608231
25.381420,129.576141
25.372120,130.943359
25.290440,136.406250
25.084389,146.775391
25.177420,148.007248
25.158730,149.297699
25.211721,152.578491
25.480759,166.226883
25.914959,177.211380
24.729351,129.073807
24.633331,131.792511
24.646969,132.367523
24.546000,133.770081
24.529959,137.036240
24.562199,154.471939
24.859371,166.105911
24.905790,166.819809
25.226791,176.861389
23.964241,131.824692
23.847250,144.160599
23.806540,146.726151
23.885891,149.277740
23.844719,151.159821
24.248379,169.547211
24.302319,171.827499
23.277441,133.221512
23.234390,134.617691
23.233980,136.567917
