lat@hdr,lon@hdr
70.930000,-8.670000
69.320000,16.129999
74.500000,19.000000
56.549999,3.220000
58.869999,5.670000
65.550003,22.129999
62.529999,17.450001
57.669998,12.500000
57.650002,18.350000
67.370003,26.629999
60.820000,23.500000
60.130001,-1.180000
55.020000,-1.880000
53.020000,-1.250000
50.220001,-5.330000
50.900002,0.320000
54.500000,-6.330000
51.930000,-10.250000
63.970001,-22.600000
68.699997,-52.849998
61.150002,-45.430000
76.769997,-18.670000
70.480003,-21.950001
65.599998,-37.630001
72.580002,-38.470001
62.020000,-6.770000
52.099998,5.180000
50.750000,4.770000
46.820000,6.950000
48.450001,-4.420000
48.770000,2.000000
44.830002,-0.680000
43.869999,4.400000
41.919998,8.800000
43.369999,-8.420000
43.480000,-3.800000
41.669998,-1.020000
41.380001,2.120000
39.599998,2.700000
38.000000,-1.170000
54.529999,9.550000
53.720001,7.150000
54.099998,13.400000
52.220001,14.120000
51.400002,6.970000
50.570000,10.380000
49.700001,7.330000
48.830002,9.200000
49.430000,11.900000
48.250000,11.550000
48.230000,14.180000
48.250000,16.370001
47.000000,15.430000
50.000000,14.450000
49.450001,17.129999
49.029999,20.320000
54.750000,17.530001
52.400002,20.969999
51.119999,16.879999
47.430000,19.180000
46.250000,20.100000
44.770000,20.420000
45.820000,16.030001
44.099998,15.350000
44.500000,26.129999
46.029999,13.180000
45.430000,9.280000
44.529999,7.620000
44.650002,11.620000
41.650002,12.430000
40.650002,17.950001
37.919998,12.500000
39.349998,8.970000
40.529999,22.969999
35.330002,25.180000
41.279999,36.299999
40.900002,29.150000
39.900002,41.279999
39.950001,32.880001
38.430000,27.170000
37.750000,30.549999
37.900002,40.200001
36.980000,35.349998
35.180000,33.349998
80.620003,58.049999
73.500000,80.400002
72.370003,52.700001
76.000000,137.869995
71.580002,128.919998
70.620003,147.880005
68.980003,33.119999
67.150002,32.349998
67.879997,44.150002
64.949997,34.650002
64.620003,40.500000
61.820000,34.270000
61.500000,38.930000
69.349998,88.269997
67.629997,53.029999
66.529999,66.669998
65.120003,57.099998
65.779999,87.930000
61.680000,50.779999
61.599998,90.019997
60.680000,60.450001
61.020000,69.029999
60.430000,77.870003
67.570000,133.399994
64.269997,100.230003
63.770000,121.620003
63.250000,143.149994
60.330002,102.269997
60.369999,120.419998
62.020000,129.720001
68.750000,161.279999
65.730003,150.899994
62.919998,152.419998
59.549999,150.779999
59.380001,24.580000
59.950001,30.700001
57.900002,34.049999
56.349998,30.620001
54.720001,20.549999
54.750000,32.070000
59.320000,39.919998
58.570000,49.570000
56.270000,44.000000
55.730000,49.200001
55.750000,37.950001
54.099998,35.349998
53.130001,45.020000
52.980000,49.430000
57.950001,56.200001
58.150002,68.250000
56.730000,61.070000
55.450001,65.400002
55.020000,73.379997
54.720001,55.820000
53.230000,63.619999
58.320000,82.949997
58.450001,92.150002
58.380001,97.449997
55.330002,78.370003
54.970001,82.949997
54.880001,99.029999
53.500000,85.830002
53.770000,91.320000
59.450001,112.580002
57.770000,108.070000
